citation,text
BGE 139 V 399 E. 5.4,"Par reclassement, la jurisprudence entend l'ensemble des mesures de réadaptation de nature professionnelle qui sont nécessaires et suffisantes pour procurer à la personne assurée une possibilité de gain à peu près équivalente à celle que lui offrait son ancienne activité. En règle générale, l'intéressé n'a droit qu'aux mesures nécessaires, propres à atteindre le but de réadaptation visé, mais non pas à celles qui seraient les meilleures dans son cas. En particulier, il ne peut prétendre une formation d'un niveau supérieur à celui de son ancienne activité, sauf si la nature et la gravité de l'invalidité sont telles que seule une formation d'un niveau supérieur permet de mettre à profit d'une manière optimale la capacité de travail à un niveau professionnel plus élevé. On notera aussi que si les préférences de l'intéressé quant au choix du genre de reclassement doivent être prises en considération, elles ne sauraient toutefois jouer un rôle déterminant (ATF 130 V 488 consid. 4.2 p. 489 et les références)."
BGE 139 V 399 E. 5.5,"Sont réputées nécessaires et appropriées toutes les mesures de réadaptation professionnelle qui contribuent directement à favoriser la réadaptation dans la vie active. L'étendue de ces mesures ne saurait être déterminée de manière abstraite, dès lors qu'elles présupposent un minimum de connaissances et de savoir-faire et que seules entrent en ligne de compte, en vue de l'acquisition d'une formation professionnelle, celles qui peuvent s'articuler sur ce minimum de connaissance. Au contraire, il faut s'en tenir aux circonstances du cas concret. La personne qui peut prétendre au reclassement en raison de son invalidité a droit à la formation complète qui est nécessaire BGE 139 V 399 S. 404 dans son cas, si sa capacité de gain peut ainsi, selon toute vraisemblance, être sauvegardée ou améliorée de manière notable (ATF 124 V 108 consid. 2a p. 110). Une mesure de reclassement ne saurait être interrompue de façon prématurée, aussi longtemps que le but de réadaptation visé peut, dans les limites de la proportionnalité, encore être atteint (arrêt du Tribunal fédéral des assurances I 34/95 du 21 juillet 1995 consid. 3c)."
BGE 132 I 21 E. 3.2,"Kollusion bedeutet nach der bundesgerichtlichen Praxis insbesondere, dass sich der Angeschuldigte mit Zeugen, Auskunftspersonen, Sachverständigen oder Mitangeschuldigten ins Einvernehmen setzt oder sie zu wahrheitswidrigen Aussagen veranlasst, oder dass er Spuren und Beweismittel beseitigt. Die strafprozessuale Haft wegen Kollusionsgefahr soll verhindern, dass der Angeschuldigte die Freiheit oder einen Urlaub dazu missbrauchen würde, die wahrheitsgetreue Abklärung des Sachverhaltes zu vereiteln oder zu gefährden. Die theoretische Möglichkeit, dass der Angeschuldigte in Freiheit kolludieren könnte, genügt indessen nicht, um die Fortsetzung der Haft oder die Nichtgewährung von Urlauben unter diesem Titel zu rechtfertigen. Es müssen vielmehr konkrete Indizien für die Annahme von Verdunkelungsgefahr sprechen. Das Vorliegen des Haftgrundes ist nach Massgabe der Umstände des jeweiligen Einzelfalles zu prüfen (BGE 123 I 31 E. 3c S. 35; BGE 117 Ia 257 E. 4b S. 261, je mit Hinweisen)."
BGE 132 I 21 E. 3.2.1,"Konkrete Anhaltspunkte für Kollusionsgefahr können sich nach der Rechtsprechung des Bundesgerichtes namentlich ergeben aus dem bisherigen Verhalten des Angeschuldigten im Strafprozess, aus seinen persönlichen Merkmalen, aus seiner Stellung und seinen Tatbeiträgen im Rahmen des untersuchten Sachverhaltes sowie aus den persönlichen Beziehungen zwischen ihm und den ihn belastenden Personen. Bei der Frage, ob im konkreten Fall eine massgebliche Beeinträchtigung des Strafverfahrens wegen Verdunkelung droht, ist auch der Art und Bedeutung der von Beeinflussung bedrohten Aussagen bzw. Beweismittel, der Schwere der untersuchten Straftaten sowie dem Stand des Verfahrens Rechnung zu BGE 132 I 21 S. 24 tragen (vgl. BGE 123 I 31 E. 3c S. 35; BGE 117 Ia 257 E. 4b S. 261, je mit Hinweisen; PETER ALBRECHT, Die Kollusionsgefahr als Haftgrund, BJM 1999 S. 1 ff., 3-14; ANDREAS DONATSCH, in: Donatsch/Schmid, Kommentar zur Strafprozessordnung des Kantons Zürich, Zürich 1996 ff., § 58 N. 40 f.; CHRISTOPH MEIER/GEORG RÜEGG, Der Haftrichter im Kanton Basel-Stadt, BJM 1994 S. 310 f.; NIKLAUS OBERHOLZER, Grundzüge des Strafprozessrechts, Bern 1994, S. 309)."
BGE 132 I 21 E. 3.2.2,"Nach Abschluss der Strafuntersuchung (und insbesondere nach Durchführung einer erstinstanzlichen Hauptverhandlung) bedarf der Haftgrund der Kollusionsgefahr einer besonders sorgfältigen Prüfung. Er dient primär der Sicherung einer ungestörten Strafuntersuchung. Zwar ist auch die richterliche Sachaufklärung vor unzulässigen Einflussnahmen zu bewahren. Dies gilt insbesondere im Hinblick auf die (in der Regel beschränkte) Unmittelbarkeit der Beweisaufnahme anlässlich der Hauptverhandlung (vgl. BGE 117 Ia 257 E. 4b S. 261; s. auch §§ 280 und 285 StPO/ZH; dazu NIKLAUS SCHMID, Strafprozessrecht, 4. Aufl., Zürich 2004, Rz. 196-199; derselbe, in: Donatsch/Schmid, a.a.O., § 183 N. 4-14 i.V.m. § 285). Je weiter das Strafverfahren vorangeschritten ist und je präziser der Sachverhalt bereits abgeklärt werden konnte, desto höhere Anforderungen sind jedoch grundsätzlich an den Nachweis von Verdunkelungsgefahr zu stellen (vgl. ALBRECHT, a.a.O., S. 12; DONATSCH, ibidem; MEIER/RÜEGG, ibidem)."
BGE 132 III 155 E. 4,"Die Kläger behaupten zur Hauptsache, der Besitz - und damit auch das Eigentum - sei durch Besitzanweisung übertragen worden."
BGE 144 III 264 E. 5.1,"Das Bundesverwaltungsgericht ist davon ausgegangen, die tatsächlichen Grundlagen der Urteilsunfähigkeit seien mit dem auf überwiegende Wahrscheinlichkeit herabgesetzten Beweismass nachzuweisen. Die Beschwerdeführerin beharrt für den Nachweis der Urteilsunfähigkeit auf einem hohen Grad der Wahrscheinlichkeit und der Beschwerdeführer auf dem strikten Beweis."
BGE 129 III 181 E. 3.2,"In BGE 116 II 695 E. 2b/bb ist festgehalten worden, dass auch im Bereich der Arbeitsleistungen unverbindliche Gefälligkeiten vorkommen, die keine Vertragsbindung entstehen lassen und namentlich zu keiner Vertragshaftung des Leistenden bei Nicht- oder Schlechterfüllung führen. Ob Vertrag oder Gefälligkeit vorliegt, entscheidet sich gemäss diesem Urteil nach den Umständen des Einzelfalles, insbesondere der Art der Leistung, ihrem Grund und Zweck, ihrer rechtlichen und wirtschaftlichen Bedeutung, den Umständen, unter denen sie erbracht wird, und der bestehenden Interessenlage der Parteien. Für einen Bindungswillen spricht ein eigenes, rechtliches oder wirtschaftliches Interesse des Leistenden an der gewährten Hilfe oder ein erkennbares Interesse des Begünstigten fachlich qualifiziert beraten oder unterstützt zu werden. An diesen Grundsätzen haben sich auch die kantonalen Gerichte orientiert. Sie haben insbesondere die Art der Arbeitsleistung, das fehlende wirtschaftliche Interesse des Klägers sowie das mangelnde Interesse des Beklagten an fachkundiger Unterstützung berücksichtigt und haben auf dieser Grundlage einen Rechtsbindungswillen der Parteien verneint. Sie haben die Umstände zutreffend gewürdigt und die massgebenden Grundsätze richtig angewandt. Insoweit liegt keine Verletzung von Bundesrecht vor."
BGE 141 III 433 E. 2.5.1,"Nach Art. 168 Abs. 1 ZPO sind als Beweismittel zulässig: Zeugnis (lit. a), Urkunde (lit. b), Augenschein (lit. c), Gutachten (lit. d), schriftliche Auskunft (lit."
BGE 132 III 449 E. 2,"Il n'est pas nécessaire d'examiner de façon détaillée la nature juridique de la relation contractuelle des parties. Il suffit de constater que par l'ouverture du compte des demandeurs, la défenderesse s'est engagée à leur remettre, selon les modalités prévues, tout ou partie de l'avoir disponible (cf. ATF 111 II 263 consid. 1a p. 265). L'exécution, par la banque, d'un ordre de remettre ou de transférer un montant par prélèvement sur cet avoir a son fondement dans la relation précitée, cela même si l'ordre est donné irrégulièrement ou s'il BGE 132 III 449 S. 452 s'agit d'un faux (ATF 108 II 314 consid. 2 p. 315; arrêt 4C.349/1994 du 4 juillet 1995, publié in SJ 1996 p. 225, consid. 4b). En principe, c'est la banque qui supporte le risque d'une prestation exécutée par le débit du compte en faveur d'une personne non autorisée; elle seule subit un dommage car elle est tenue de payer une seconde fois, à son client, le montant concerné. Lorsque le client réclame, à l'instar des demandeurs, la restitution de l'avoir en compte, il exerce une action en exécution du contrat qui n'est pas subordonnée à l'existence d'une faute de la banque (ATF 112 II 450 consid. 3a p. 454; ATF 111 II 263 consid. 1b p. 265; voir aussi ATF 127 III 553 consid. 2f et g p. 558; arrêt 4C.383/2001 du 11 avril 2002, publié in SJ 2002 I p. 597, consid. 1b p. 600). Il est cependant habituel que les conditions générales appliquées par la banque, auxquelles le client adhère lors de l'ouverture du compte, comportent comme en l'espèce une clause de transfert de risque prévoyant que le dommage résultant d'un faux non décelé est, sauf faute grave de la banque, à la charge du client; par l'effet de cette stipulation, le risque a priori assumé par celle-là est reporté sur celui-ci (CARLO LOMBARDINI, Droit bancaire suisse, Zurich 2002, p. 205 ch. 4; PHILIPP ABEGG et al., Schweizerisches Bankrecht: ein Lehr- und Handbuch für Bankfachleute, Zurich 2002, p. 28/29; ATF 122 III 26 consid. 4a p. 32; ATF 112 II 450 consid. 3 p. 453). L'art. 100 CO, qui régit les conventions d'exonération de la responsabilité pour inexécution ou exécution imparfaite du contrat, s'applique par analogie à une clause de ce type (cf. ATF 112 II 450 consid. 3a p. 454/455; 41 II 487 p. 491). Celle-ci est donc d'emblée dénuée de portée si un dol ou une faute grave sont imputables à la banque (art. 100 al. 1 CO). En cas de faute légère de la banque, dont l'activité est assimilée à l'exercice d'une industrie concédée par l'autorité, le juge peut tenir cette clause pour nulle. Dans l'exercice de son pouvoir d'appréciation, c'est-à-dire dans l'application des règles du droit et de l'équité (art. 4 CC), il lui appartient d'examiner la clause de transfert en tenant compte des autres stipulations du contrat et de l'ensemble des circonstances du cas particulier; il doit prendre en considération, d'une part, le besoin de protection des clients contre les clauses élaborées d'avance qu'ils ne peuvent pratiquement pas discuter et, d'autre part, l'intérêt que peut avoir la banque à se prémunir contre certains risques dont la réalisation est difficile à éviter (art. 100 al. 2 CO; ATF 112 II 450 consid. 3a p. 455). Ce pouvoir d'appréciation n'existe pas si la faute légère a été commise par un BGE 132 III 449 S. 453 auxiliaire de la banque car la clause de transfert de risque est alors applicable sans restriction (art. 101 al. 3 CO; même arrêt p. 456). En règle générale, la banque n'est tenue de vérifier l'authenticité des ordres à elle adressés que selon les modalités convenues entre les parties ou, le cas échéant, spécifiées par la loi. Elle doit cependant procéder à des vérifications supplémentaires s'il existe des indices sérieux d'une falsification ou si l'ordre ne porte pas sur une opération prévue par le contrat ni habituellement demandée (ATF 122 III 26 consid. 4a/aa p. 32; ATF 121 III 69 consid. 3c p. 72; ATF 116 II 459 consid. 2a p. 461/462; ATF 111 II 263 consid. 2b p. 268)."
BGE 126 III 219 E. 2,"Beide kantonalen Instanzen haben es unter Hinweis auf massive Probleme im Vater-Kind-Verhältnis abgelehnt, dem Beklagten ein Besuchsrecht bzw. ein begleitetes Besuchsrecht einzuräumen. Die Verweigerung des Besuchsrechtes ist vom Beklagten nicht angefochten worden. Demgegenüber wehrt sich die Klägerin gegen die vom Obergericht angeordnete Beistandschaft mit welcher ""alle Vorkehren im Hinblick auf eine Wiederannäherung zwischen dem Beklagten und den Kindern der Parteien"" getroffen werden sollen."
BGE 135 III 334 E. 2,"Vor Einführung des Bundesgerichtsgesetzes (BGG) durfte die kantonale Instanz, an die eine Sache zurückgewiesen wurde, nach Art. 66 Abs. 1 OG neues Vorbringen berücksichtigen, soweit es nach dem kantonalen Prozessrecht noch zulässig war. Die nach kantonalem Prozessrecht zulässigen Noven hatten sich dabei stets innerhalb des rechtlichen Rahmens zu bewegen, den das Bundesgericht mit seinem Rückweisungsentscheid vorgegeben hatte. Der von der Rückweisung erfasste Streitpunkt durfte also nicht ausgeweitet oder auf eine neue Rechtsgrundlage gestellt werden (BGE 131 III 91 E. 5.2 S. 94; BGE 116 II 220 E. 4a S. 222; je mit Hinweisen). Die mit der Neubeurteilung befasste kantonale Instanz hatte vielmehr die rechtliche Beurteilung, mit der die Rückweisung begründet wurde, ihrer Entscheidung zugrunde zu legen. Diese Beurteilung band auch das Bundesgericht (BGE 133 III 201 E. 4.2 S. 208; BGE 125 III 421 E. 2a S. 423). Wegen dieser Bindung der Gerichte war es ihnen wie auch den Parteien, abgesehen von allenfalls zulässigen Noven, verwehrt, der Beurteilung des Rechtsstreits einen anderen als den bisherigen Sachverhalt zu unterstellen oder die Sache unter rechtlichen Gesichtspunkten zu prüfen, die im Rückweisungsentscheid ausdrücklich abgelehnt oder überhaupt nicht in Erwägung gezogen worden waren (BGE 131 III 91 E. 5.2 S. 94; BGE 116 II 220 E. 4a S. 222; enger BGE 111 II 94 E. 2 S. 95; je mit Hinweisen). Wie weit die Gerichte und Parteien an die erste Entscheidung gebunden waren, ergab sich aus der Begründung der Rückweisung, die sowohl den Rahmen für die neuen Tatsachenfeststellungen als jenen für die neue rechtliche Begründung vorgab. Jedenfalls durfte der zuvor obsiegende Berufungskläger im neuen Verfahren keine Verschlechterung seiner Rechtsstellung erleiden. Im für ihn ungünstigsten Fall musste er sich mit dem bisherigen, von der Gegenpartei nicht angefochtenen Ergebnis abfinden (BGE 131 III 91 E. 5.2 S. 94; BGE 116 II 220 E. 4a S. 222)."
BGE 141 IV 132 E. 3.4.1,"Der Beschwerdeführer macht sinngemäss auch eine Verletzung des Anklageprinzips geltend. Nach diesem aus Art. 29 Abs. 2 und Art. 32 Abs. 2 BV sowie aus Art. 6 Ziff. 1 und 3 lit. a und b EMRK abgeleiteten und nunmehr in Art. 9 Abs. 1 StPO festgeschriebenen Grundsatz bestimmt die Anklageschrift den Gegenstand des Gerichtsverfahrens (Umgrenzungsfunktion). Die Anklage hat die der beschuldigten Person zur Last gelegten Delikte in ihrem Sachverhalt so BGE 141 IV 132 S. 143 präzise zu umschreiben, dass die Vorwürfe in objektiver und subjektiver Hinsicht genügend konkretisiert sind. Zugleich bezweckt das Anklageprinzip den Schutz der Verteidigungsrechte der angeschuldigten Person und garantiert den Anspruch auf rechtliches Gehör (Informationsfunktion; BGE 133 IV 235 E. 6.2 f.; BGE 126 I 19 E. 2a; je mit Hinweisen). Gemäss Art. 325 Abs. 1 lit. f StPO bezeichnet die Anklageschrift möglichst kurz, aber genau die der beschuldigten Person vorgeworfenen Taten mit Beschreibung von Ort, Datum, Zeit, Art und Folgen der Tatausführung."
BGE 141 IV 360 E. 3.2,"Selon l'art. 71 al. 3 CP, l'autorité d'instruction peut placer sous séquestre, en vue de l'exécution d'une créance compensatrice, des éléments du patrimoine de la personne concernée; le séquestre ne donne pas de droit de préférence en faveur de l'Etat lors de l'exécution forcée de la créance compensatrice. Dans le cadre de l'examen d'un séquestre conservatoire, l'autorité statue sous l'angle de la vraisemblance, examinant des prétentions encore incertaines (ATF 140 IV 57 consid. 4.1.1 p. 61 s.). Le séquestre pénal est en effet une mesure conservatoire provisoire destinée à préserver les objets ou valeurs qui peuvent servir de moyens de preuve, que le juge du fond pourrait être amené à confisquer ou à restituer au lésé, ou qui pourraient servir à l'exécution d'une créance compensatrice (art. 263 al. 1 CPP). Elle est proportionnée lorsqu'elle porte sur des avoirs dont on peut admettre en particulier qu'ils pourront être vraisemblablement confisqués ou restitués en application du droit pénal (arrêt 1B_109/2015 du 3 juin 2015 consid. 2.1). Tant que l'instruction n'est pas achevée et que subsiste une possibilité de confiscation, de créance compensatrice ou d'une allocation au lésé, la mesure conservatoire doit être maintenue. L'autorité doit pouvoir statuer rapidement (cf. art. 263 al. 2 CPP), ce qui exclut qu'elle résolve des questions juridiques complexes ou qu'elle attende d'être renseignée de manière exacte et complète sur les faits avant d'agir (ATF 140 IV 57 consid. 4.1.2 p. 64 et les arrêts cités). Il n'en va pas différemment dans l'hypothèse particulière où le séquestre tend uniquement à garantir une éventuelle créance compensatrice. Certes, ce type de séquestre peut porter sur tous les biens, valeurs et/ou revenus de l'intéressé sans qu'un lien de connexité avec l'infraction ne soit exigé (ATF 140 IV 57 consid. 4.1.2 p. 63 s.). Toutefois, tant que l'étendue de la mesure ne paraît pas manifestement violer le principe de proportionnalité, notamment sous l'angle du respect des conditions minimales d'existence (arrêts 1B_157/2007 du 25 octobre 2007 consid. 2.6; 1P.21/2007 du 2 mai 2007 consid. 4.3), le séquestre doit être maintenu. BGE 141 IV 360 S. 365 C'est devant le juge du fond au moment du prononcé de la créance compensatrice que la situation personnelle, notamment financière, du prévenu sera prise en considération (cf. art. 71 al. 2 CP; sur cet article, cf. notamment DUPUIS ET AL., CP, Code pénal, 2012, nos 14 ss ad art. 71 CP). Tel est aussi le cas au moment de l'exécution de celle-ci. En effet, le séquestre conservatoire est maintenu une fois le jugement entré en force jusqu'à son remplacement par une mesure du droit des poursuites (arrêts 6B_326/2011 du 14 février 2012 consid. 2.1; 6P.35/2007 du 20 avril 2007 consid. 3.2; MADELEINE HIRSIG-VOUILLOZ, in Commentaire romand, Code pénal, vol. I, art. 1-110 CP [ci-après: CR CP I], 2009, n° 21 ad art. 71 CP; MADELEINE HIRSIG-VOUILLOZ, Le nouveau droit de la confiscation pénale et de la créance compensatrice [art. 69-73 CP], PJA 11/2007 p. 1376 ss [ci-après: PJA 11/2007], n."
BGE 132 V 93 E. 4,"Kapitels des ATSG (Art. 27-62) treten grundsätzlich sofort in Kraft. Der intertemporalrechtliche Grundsatz der sofortigen Anwendbarkeit gilt indessen dort nicht, wo hinsichtlich des verfahrensrechtlichen Systems zwischen altem und neuem Recht keine Kontinuität besteht und mit dem neuen Recht eine grundlegend neue Verfahrensordnung geschaffen worden ist (BGE 130 V 4 Erw. 3.2 mit Hinweisen)."
BGE 132 V 93 E. 4,"Nach Art. 43 Abs. 1 ATSG prüft der Versicherungsträger die Begehren der versicherten Person, nimmt die notwendigen Abklärungen von Amtes wegen vor und holt die erforderlichen Auskünfte ein, wobei mündlich erteilte Auskünfte schriftlich festzuhalten sind. Soweit ärztliche oder fachliche Untersuchungen für die Beurteilung notwendig und zumutbar sind, hat sich die versicherte Person diesen zu unterziehen (Art. 43 Abs. 2 ATSG). Kommen die versicherte Person oder andere Personen, die Leistungen beanspruchen, den Auskunfts- oder Mitwirkungspflichten in unentschuldbarer Weise nicht nach, so kann der Versicherungsträger aufgrund der Akten verfügen oder die Erhebungen einstellen und Nichteintreten beschliessen. Er muss diese Personen vorher schriftlich mahnen und auf die Rechtsfolgen hinweisen; ihnen ist eine angemessene Bedenkzeit einzuräumen (Art. 43 Abs. 3 ATSG). Auch unter der Herrschaft des ATSG fällt es der IV-Stelle zu, nach Eingang der Anmeldung zum Leistungsbezug die Verhältnisse abzuklären (Art. 57 IVG in Verbindung mit Art. 69 ff. IVV). In Ergänzung und Präzisierung zu Art. 43 Abs. 1 ATSG hält Art. 69 Abs. 2 IVV (in der seit 1. Januar 2003 in Kraft stehenden Fassung in Verbindung mit Art. 1 und Art. 57 Abs. 2 IVG) fest, dass die IV-Stelle, wenn die versicherungsmässigen Voraussetzungen erfüllt sind, die erforderlichen Unterlagen, insbesondere über den Gesundheitszustand, die Tätigkeit, die Arbeits- und Eingliederungsfähigkeit der versicherten Person sowie die Zweckmässigkeit bestimmter Eingliederungsmassnahmen, beschafft und zu diesem Zwecke Berichte und Auskünfte verlangen, Gutachten einholen, Abklärungen an Ort und Stelle vornehmen sowie Spezialisten der öffentlichen oder privaten Invalidenhilfe beiziehen kann. Um den Invaliditätsgrad bemessen zu können, ist die Verwaltung (und im Beschwerdefall das Gericht) auf Unterlagen angewiesen, die ärztliche und gegebenenfalls auch andere Fachleute zur Verfügung zu stellen haben. Aufgabe des Arztes oder der Ärztin ist es, den Gesundheitszustand zu beurteilen und dazu Stellung zu nehmen, in welchem Umfang und bezüglich welcher Tätigkeiten die versicherte Person arbeitsunfähig ist. Im Weiteren sind die ärztlichen Auskünfte eine wichtige Grundlage für die Beurteilung der Frage, welche Arbeitsleistungen der Person noch zugemutet werden BGE 132 V 93 S. 100 können (BGE 125 V 261 Erw. 4, BGE 115 V 134 Erw. 2, BGE 114 V 314 Erw. 3c, BGE 105 V 158 Erw. 1)."
BGE 135 V 39 E. 6.1,"Dans le domaine des assurances sociales, le juge fonde généralement sa décision sur les faits qui, faute d'être établis de manière irréfutable, apparaissent comme les plus vraisemblables, c'est-à-dire qui présentent un degré de vraisemblance prépondérante. Il ne suffit donc pas qu'un fait puisse être considéré seulement comme une hypothèse possible; la vraisemblance prépondérante suppose que, d'un point de vue objectif, des motifs importants plaident pour l'exactitude d'une allégation, sans que d'autres possibilités ne revêtent une importance significative ou n'entrent raisonnablement en considération (ATF 126 V 353 consid. 5b p. 360 et les références; voir également ATF 133 III 81 consid. 4.2.2 p. 88 et les références). En droit des assurances sociales, il n'existe par conséquent pas de principe selon lequel l'administration ou le juge devrait statuer, dans le doute, en faveur de l'assuré (ATF 126 V 319 consid. 5a p. 322)."
BGE 144 V 427 E. 3.2,"Der Sozialversicherungsprozess ist vom Untersuchungsgrundsatz beherrscht. Danach hat das Gericht von Amtes wegen für die richtige und vollständige Feststellung des rechtserheblichen Sachverhalts zu sorgen. Die Verwaltung als verfügende Instanz und - im Beschwerdefall - das Gericht dürfen eine Tatsache nur dann als bewiesen annehmen, wenn sie von ihrem Bestehen überzeugt sind. Im Sozialversicherungsrecht hat das Gericht seinen Entscheid, sofern das Gesetz nicht etwas Abweichendes vorsieht, nach dem Beweisgrad der überwiegenden Wahrscheinlichkeit zu fällen. Die blosse Möglichkeit eines bestimmten Sachverhalts genügt den Beweisanforderungen nicht. Der Richter und die Richterin haben vielmehr jener Sachverhaltsdarstellung zu folgen, die sie von allen möglichen Geschehensabläufen als die wahrscheinlichste würdigen (BGE 138 V 218 E. 6 S. 221 f. mit diversen Hinweisen). Der Untersuchungsgrundsatz schliesst die Beweislast im Sinne der Beweisführungslast begriffsnotwendig aus, da es Sache des Sozialversicherungsgerichts (oder der verfügenden Verwaltungsstelle) ist, für die Zusammentragung des Beweismaterials besorgt zu sein. Im Sozialversicherungsprozess tragen mithin die Parteien in der Regel eine Beweislast nur insofern, als im Falle der Beweislosigkeit der Entscheid zu Ungunsten jener Partei ausfällt, die aus dem unbewiesen gebliebenen Sachverhalt Rechte ableiten wollte. Diese Beweisregel greift allerdings erst Platz, wenn es sich als unmöglich erweist, im Rahmen des Untersuchungsgrundsatzes auf Grund einer Beweiswürdigung einen Sachverhalt zu ermitteln, der zumindest die BGE 144 V 427 S. 430 Wahrscheinlichkeit für sich hat, der Wirklichkeit zu entsprechen (BGE 138 V 218 E. 6 S. 222 mit Hinweisen)."
BGE 133 I 168 E. 4.1,"En vertu des art. 31 al. 3 Cst. et 5 par. 3 CEDH, toute personne qui est mise en détention préventive a le droit d'être jugée dans un délai raisonnable ou d'être libérée pendant la procédure pénale. Une durée excessive de la détention constitue une limitation disproportionnée de ce droit fondamental, qui est notamment violé lorsque la durée de la détention préventive dépasse la durée probable de la peine privative de liberté à laquelle il faut s'attendre. Dans l'examen de la proportionnalité de la durée de détention, il y a lieu de prendre en compte la gravité des infractions faisant l'objet de l'instruction. Le juge peut maintenir la détention préventive aussi longtemps qu'elle n'est pas très proche de la durée de la peine privative de liberté à laquelle il faut s'attendre concrètement en cas de condamnation (ATF 132 I 21 consid. 4.1 p. 27; ATF 128 I 149 consid. 2.2 p. 151; ATF 107 Ia 256 consid. 2 et 3 p. 257 ss et les références). Il convient d'accorder une attention particulière à cette limite, car le juge de l'action pénale pourrait être enclin à prendre en considération dans la fixation de la peine la durée de la détention préventive à imputer selon l'art. 51 CP (cf. ATF 124 I 208 consid. 6 p. 215; ATF 116 Ia 143 consid. 5a p. 147; ATF 107 Ia 256 consid. 2b p. 259). Selon la jurisprudence concordante du Tribunal fédéral et de la Cour européenne des droits de l'homme, la proportionnalité de la durée de la détention doit être examinée au regard de l'ensemble des circonstances concrètes du cas d'espèc BGE 133 I 168 S. 171 e (ATF 132 I 21 consid. 4.1 p. 28; ATF 124 I 208 consid. 6 p. 215; ATF 123 I 268 consid. 3a p. 273 et les références). La question de savoir si la détention extraditionnelle doit être prise en considération dans l'appréciation de la proportionnalité de la durée de la détention préventive n'a pas été tranchée de manière définitive par le Tribunal fédéral. Selon la jurisprudence de la Cour européenne des droits de l'homme, la garantie de l'art. 5 par. 3 CEDH ne s'applique pas à la détention extraditionnelle au sens de l'art. 5 par. 1 let. f CEDH mais seulement à la détention visée par le paragraphe 1 let. c de cette disposition (arrêts de la Cour européenne des droits de l'homme dans les causes Quinn contre France du 22 mars 1995, Série A, vol. 311, par. 53; Bogdanovski contre Italie du 14 décembre 2006, par. 59). L'art. 5 par. 1 let. f CEDH impose toutefois implicitement aux autorités de mener la procédure d'extradition avec diligence, sans quoi la détention cesse d'être justifiée (arrêts précités Quinn contre France, par. 48; Bogdanovski contre Italie, par. 59). La Constitution fédérale ne prévoit pas de règles spéciales pour la détention extraditionnelle. Dans la mesure où, selon la jurisprudence fédérale précitée, les exigences déduites de l'art. 31 al. 3 Cst. tendent à éviter que le juge de l'action pénale ne soit incité à prononcer une peine excessive pour la faire coïncider avec la détention à imputer, il convient, de manière générale, de prendre en considération toutes les périodes de détention qui seront comptées dans cette imputation. Or, conformément aux art. 14 EIMP (RS 351.1) et 51 CP (art. 69 aCP), la détention extraditionnelle doit être imputée sur la peine. La nouvelle partie générale du Code pénal - en vigueur depuis le 1er janvier 2007 - prévoit à l'art. 51 CP que le juge impute sur la peine la ""détention avant jugement"" subie par l'auteur dans le cadre de l'affaire qui vient d'être jugée ou d'une autre procédure, l'art. 110 al. 7 CP précisant que la ""détention avant jugement"" comprend la détention en vue de l'extradition. Par conséquent, il ne se justifie pas de traiter différemment la détention préventive ordonnée pour les besoins de l'instruction ou pour des motifs de sûreté et la détention extraditionnelle; celle-ci doit donc en principe être prise en considération dans l'appréciation de la proportionnalité au regard des exigences déduites de l'art. 31 al. 3 Cst."
